transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,profit,product_first_sold_date,gender,past_3_years_bike_related_purchases,age_clean,job title,industry
16021,78,1438,2017-10-03,unknown,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1055.82,2013-09-16,Female,27,49,Social Worker,
16022,56,2984,2017-07-04,unknown,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,45.96,2015-10-18,Female,48,66,Payment Adjustment Coordinator,
16023,27,1441,2017-02-23,true,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,110.81,1999-06-23,Female,23,48,NULL,
16024,5,2569,2017-02-14,true,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,114.93,2011-08-29,Male,62,40,VP Quality Control,
16025,4,2615,2017-10-31,false,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,451.65,2003-02-07,Female,23,26,Nurse,
16026,22,25,2017-02-08,true,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,15.08,2016-11-22,Male,72,48,Accounting Assistant III,
16027,0,1840,2017-07-11,false,Approved,Solex,Standard,medium,large,202.62,151.96,50.66,1991-05-06,Male,22,47,Staff Scientist,
16028,55,3425,2017-07-04,true,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1295.43,1997-10-04,Male,32,39,GIS Technical Architect,
16029,17,725,2017-10-21,true,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25,1993-04-20,Male,61,59,Design Engineer,
16030,24,2148,2017-05-06,false,Approved,Solex,Road,medium,large,1777.8,820.78,957.02,1991-11-10,Female,78,36,Engineer I,
16031,27,572,2017-12-17,false,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,903.11,1999-07-20,Male,0,58,Clinical Specialist,
16032,5,1570,2017-04-04,true,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,114.93,2011-08-29,Female,70,29,Staff Accountant III,
16034,63,3287,2017-10-15,true,Approved,Solex,Standard,medium,medium,1483.2,99.59,1383.61,1998-12-17,Female,30,39,Account Executive,
16035,74,1523,2017-10-25,false,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,827.16,2004-07-25,Male,78,65,Product Engineer,
16036,66,3488,2017-12-13,false,Approved,Giant Bicycles,Road,low,small,590.26,525.33,64.93,2000-05-22,Male,63,49,Speech Pathologist,
16037,65,2595,2017-09-03,false,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1028.76,1995-10-24,Male,56,47,Nurse Practicioner,
16038,0,1103,2017-02-06,true,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,72.6,2003-01-05,Female,76,47,Financial Advisor,
16039,14,1840,2017-09-14,true,Approved,Solex,Standard,high,large,1842.92,1105.75,737.17,2011-01-10,Male,22,47,Staff Scientist,
16040,33,2929,2017-10-13,true,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,144.26,1992-10-11,Male,97,25,Nurse,
16041,23,1624,2017-07-07,false,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,75.75,1993-05-26,Male,18,45,Compensation Analyst,
16042,73,1689,2017-05-08,true,Approved,Solex,Standard,medium,medium,1945.43,333.18,1612.25,2000-05-22,Male,48,30,Quality Control Specialist,
16043,82,215,2017-01-31,false,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,709.34,2002-03-22,Female,37,51,Assistant Professor,
16044,62,1619,2017-06-20,true,Approved,Solex,Standard,medium,medium,478.16,298.72,179.44,2015-05-21,Male,83,53,Staff Accountant III,
16045,33,1101,2017-06-09,false,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,144.26,1992-10-11,Female,76,56,Senior Editor,
16046,6,2252,2017-02-19,unknown,Approved,Solex,Standard,high,medium,748.17,448.9,299.27,1995-12-19,Unknown,31,47,Teacher,
16047,4,1750,2017-11-04,true,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,451.65,1991-11-07,Male,14,66,Internal Auditor,
16048,20,1202,2017-10-06,false,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,195.34,2011-05-07,Male,90,33,Sales Representative,
16049,53,386,2017-04-08,true,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,693.76,1997-02-09,Female,63,34,Senior Quality Engineer,
16050,89,2246,2017-06-13,false,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25,2013-06-09,Male,16,46,Database Administrator III,
16051,68,295,2017-10-01,false,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1592.19,2010-08-20,Female,64,60,Database Administrator II,
16052,64,565,2017-09-09,true,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,872.89,2012-05-18,Male,30,65,Civil Engineer,
16053,13,763,2017-10-17,false,Approved,Solex,Standard,medium,medium,1163.89,589.27,574.62,2016-07-09,Female,95,37,Computer Systems Analyst IV,
16054,70,3409,2017-05-31,false,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,198.29,2015-04-11,Female,75,48,Desktop Support Technician,
16055,21,2530,2017-03-17,true,Approved,Solex,Standard,medium,large,1071.23,380.74,690.49,1993-10-02,Female,63,64,Business Systems Development Analyst,
16056,41,1547,2017-03-21,false,Approved,Solex,Road,medium,medium,416.98,312.74,104.24,2007-12-11,Female,82,35,Account Coordinator,
16057,17,1802,2017-04-16,false,Approved,Solex,Standard,high,medium,1024.66,614.8,409.86,1996-11-09,Female,3,52,Nuclear Power Engineer,
16058,68,236,2017-04-15,false,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1592.19,2010-08-20,Male,79,70,Research Nurse,
16059,94,2883,2017-10-12,false,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,641.64,2013-06-09,Male,84,30,Paralegal,
16060,81,1546,2017-05-30,true,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,64.51,2013-09-16,Female,22,68,Compensation Analyst,
16061,17,2453,2017-06-01,false,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25,1993-04-20,Female,22,32,Safety Technician II,
16062,17,2175,2017-11-02,false,Approved,Solex,Standard,high,medium,1024.66,614.8,409.86,1996-11-09,Male,23,39,Web Developer III,
16063,23,1201,2017-10-09,true,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,75.75,1993-10-02,Female,42,69,NULL,
16064,14,3095,2017-03-06,false,Approved,Solex,Standard,high,large,1842.92,1105.75,737.17,2004-07-25,Male,14,26,Staff Accountant IV,
16065,89,2270,2017-05-13,false,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25,2016-07-09,Male,50,58,Information Systems Manager,
16066,93,141,2017-05-12,true,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,583.27,1999-12-04,Male,67,71,Teacher,
16067,88,976,2017-01-17,false,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,817.36,1998-12-16,Male,10,53,Graphic Designer,
16068,17,1345,2017-09-29,true,Approved,Solex,Standard,high,medium,1024.66,614.8,409.86,1996-11-09,Male,94,64,Senior Sales Associate,
16069,89,2523,2017-12-24,unknown,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25,2002-10-10,Female,28,63,VP Marketing,
16070,18,377,2017-09-20,false,Approved,Solex,Standard,medium,medium,575.27,431.45,143.82,2013-03-12,Male,65,26,Staff Scientist,
16071,79,222,2017-12-10,true,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,737.57,2003-09-09,Male,89,46,Clinical Specialist,
16072,3,2397,2017-06-13,false,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.55,2012-09-15,Male,33,40,Analyst Programmer,
16073,74,2460,2017-11-10,true,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,812.44,1997-02-09,Male,88,49,Nurse Practicioner,
16074,1,2851,2017-04-03,false,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,448.68,2004-09-28,Male,36,49,Programmer IV,
16075,69,899,2017-10-20,false,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,198.22,2015-04-11,Female,42,61,Business Systems Development Analyst,
16076,57,2289,2017-03-03,unknown,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25,1998-12-17,Female,97,44,Research Nurse,
16077,4,541,2017-06-09,true,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,451.65,2005-08-09,Female,23,59,NULL,
16078,47,1932,2017-01-26,false,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,189.28,2003-02-16,Female,98,48,Librarian,
16079,97,3061,2017-11-01,true,Approved,Solex,Standard,medium,large,202.62,151.96,50.66,2004-01-16,Female,51,34,Office Assistant IV,
16080,61,709,2017-06-14,true,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,14.23,2015-06-17,Female,83,45,Accountant III,
16081,42,3054,2017-06-15,true,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,199.1,2008-03-19,Female,94,59,Operator,
16082,91,2171,2017-04-27,false,Approved,WeareA2B,Standard,low,medium,642.31,513.85,128.46,2014-10-10,Female,21,55,Pharmacist,
16083,26,753,2017-06-11,true,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1230.3,1992-10-11,Female,82,55,Food Chemist,
16084,70,39,2017-08-16,true,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,198.29,2015-04-11,Male,5,46,Assistant Media Planner,
16085,86,1511,2017-06-25,true,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,110.56,2004-08-07,Male,97,35,Internal Auditor,
16086,10,2770,2017-11-03,false,Approved,Solex,Standard,medium,medium,1945.43,333.18,1612.25,1997-01-25,Male,24,48,VP Quality Control,
16087,44,594,2017-04-05,false,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1660.88,2011-05-09,Male,74,44,Office Assistant II,
16088,13,1664,2017-02-20,true,Approved,Solex,Standard,medium,medium,1163.89,589.27,574.62,2009-03-08,Male,11,49,Chemical Engineer,
16089,37,2637,2017-08-09,false,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1544.61,2008-03-19,Female,28,52,Help Desk Operator,
16090,22,3365,2017-02-27,true,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,15.08,1993-07-15,Unknown,29,47,Engineer III,
16091,0,2617,2017-07-23,false,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,75.48,2004-12-18,Female,79,65,NULL,
16092,17,496,2017-11-15,true,Approved,Solex,Standard,high,medium,1024.66,614.8,409.86,2009-03-08,Female,25,49,Engineer II,
16093,10,108,2017-12-20,true,Approved,Solex,Standard,medium,medium,1945.43,333.18,1612.25,2002-08-31,Female,4,31,NULL,
16094,13,1915,2017-05-28,true,Approved,Solex,Standard,medium,medium,1163.89,589.27,574.62,2003-08-05,Female,40,71,Social Worker,
16096,2,1759,2017-09-17,true,Approved,Giant Bicycles,Road,low,small,590.26,525.33,64.93,2010-11-05,Male,52,56,Biostatistician IV,
16097,78,2654,2017-09-13,false,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1055.82,2004-07-25,Female,83,47,Tax Accountant,
16098,81,668,2017-02-03,false,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,64.51,1991-07-10,Female,61,58,Junior Executive,
16099,66,1245,2017-10-20,true,Approved,Giant Bicycles,Road,low,small,590.26,525.33,64.93,2010-11-05,Male,34,31,Product Engineer,
16100,74,1694,2017-10-27,true,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,827.16,2003-09-09,Male,11,65,NULL,
16101,68,3003,2017-03-06,false,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1592.19,2014-10-10,Female,72,62,Web Developer I,
16102,6,447,2017-03-31,unknown,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,91.15,2014-03-03,Female,98,23,Help Desk Technician,
16103,100,2837,2017-08-24,true,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,830.24,1991-05-06,Female,81,37,NULL,
16104,29,3037,2017-06-28,false,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,834.94,2000-11-03,Female,30,53,Legal Assistant,
16105,0,2990,2017-07-08,false,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,41.13,2003-09-10,Male,65,47,GIS Technical Architect,
16106,19,977,2017-02-13,false,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,114.93,2003-02-07,Female,65,65,Staff Accountant III,
16107,66,1531,2017-05-13,true,Approved,Giant Bicycles,Road,low,small,590.26,525.33,64.93,1995-10-24,Female,20,59,Administrative Assistant III,
16108,61,2233,2017-04-30,false,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,14.23,2015-06-17,Female,49,51,Sales Associate,
16109,67,2223,2017-02-18,true,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,167.21,2005-10-22,Female,38,44,Professor,
16110,98,2103,2017-02-03,true,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,143.36,2004-01-16,Male,94,49,Business Systems Development Analyst,
16111,26,2632,2017-07-20,false,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1230.3,1993-05-26,Male,18,59,NULL,
16112,26,1150,2017-02-03,true,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1230.3,2004-07-25,Female,64,49,Information Systems Manager,
16113,32,1335,2017-07-11,false,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,431.33,2003-03-18,Female,57,27,NULL,
16114,66,2023,2017-09-24,true,Approved,Solex,Standard,medium,medium,1163.89,589.27,574.62,2016-07-09,Male,15,54,Associate Professor,
16115,1,1479,2017-10-22,false,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,448.68,2016-11-14,Male,25,47,Help Desk Technician,
16116,53,3074,2017-05-24,true,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,693.76,1993-07-20,Male,31,56,VP Quality Control,
16117,72,1180,2017-07-07,false,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,90.1,2016-12-06,Female,48,49,Account Representative I,
16118,1,1620,2017-01-15,true,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1010.02,2004-07-25,Male,18,32,Structural Analysis Engineer,
16119,33,3101,2017-10-30,true,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,199.1,2008-03-19,Male,68,37,Geological Engineer,
16120,35,136,2017-04-20,false,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,448.68,2012-12-02,Male,46,52,Senior Developer,
16121,40,1750,2017-11-05,false,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,583.27,1999-12-04,Male,14,66,Internal Auditor,
16122,83,1494,2017-08-09,true,Approved,Solex,Touring,medium,large,2083.94,675.03,1408.91,2015-08-02,Male,46,38,Geologist I,
16123,30,1257,2017-02-06,true,Approved,Solex,Standard,high,medium,748.17,448.9,299.27,2003-03-18,Male,40,53,Assistant Professor,
16124,21,540,2017-06-04,true,Approved,Solex,Standard,medium,large,1071.23,380.74,690.49,1996-04-05,Female,80,24,Chemical Engineer,
16125,95,2371,2017-08-18,true,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,139.23,1997-01-25,Female,22,58,Staff Scientist,
16126,63,1672,2017-01-31,true,Approved,Solex,Standard,medium,medium,1483.2,99.59,1383.61,2010-11-05,Female,21,62,Design Engineer,
16127,64,1290,2017-06-30,false,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,217.51,2015-05-21,Male,49,57,VP Marketing,
16128,12,2875,2017-11-25,false,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1055.82,2004-07-25,Male,71,26,Financial Analyst,
16129,4,478,2017-07-06,true,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,451.65,1991-11-07,Female,65,64,Chief Design Engineer,
16130,66,1573,2017-10-13,false,Approved,Giant Bicycles,Road,low,small,590.26,525.33,64.93,2010-08-20,Female,48,31,Web Designer I,
16131,80,175,2017-04-23,true,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,139.23,1997-01-25,Male,36,49,Quality Engineer,
16132,45,2154,2017-07-19,false,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,745.94,2004-09-28,Female,86,45,Chemical Engineer,
16133,79,886,2017-07-29,false,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,737.57,2003-09-09,Female,53,50,Accounting Assistant III,
16134,4,1457,2017-10-26,true,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,451.65,2011-04-16,Female,99,46,Speech Pathologist,
16135,87,2033,2017-01-05,true,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1592.19,2010-08-20,Male,36,53,Dental Hygienist,
16136,2,791,2017-08-29,true,Approved,Solex,Standard,medium,medium,71.49,53.62,17.87,2012-12-02,Female,3,56,Professor,
16137,82,1369,2017-06-04,false,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,459.46,2013-09-16,Female,51,31,Civil Engineer,
16138,69,2155,2017-11-01,true,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,198.22,1992-10-02,Female,24,61,Data Coordiator,
16139,86,435,2017-09-19,false,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,110.56,2004-08-07,Male,5,25,GIS Technical Architect,
16140,86,1386,2017-02-05,true,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,110.56,2004-08-07,Female,71,58,Help Desk Technician,
16141,51,2298,2017-05-08,false,Cancelled,OHM Cycles,Standard,high,medium,2005.66,1203.4,802.26,2009-04-12,Male,64,27,Environmental Tech,
16142,94,691,2017-10-23,false,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,641.64,2004-01-16,Male,29,70,NULL,
16143,41,2835,2017-04-02,true,Approved,Solex,Road,medium,medium,416.98,312.74,104.24,1997-05-10,Female,30,28,Environmental Specialist,
16144,10,1152,2017-02-23,true,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1103.43,2013-03-12,Male,47,27,Business Systems Development Analyst,
16145,40,3448,2017-05-12,true,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1295.43,2003-07-21,Male,26,48,Software Consultant,
16146,45,2465,2017-10-17,true,Approved,Solex,Standard,medium,medium,441.49,84.99,356.5,2012-04-10,Female,31,41,Senior Editor,
16147,54,923,2017-11-02,true,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1028.76,2015-05-21,Male,44,48,Senior Financial Analyst,
16148,10,1119,2017-09-14,true,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1103.43,2003-08-05,Male,43,48,NULL,
16149,62,951,2017-11-12,true,Approved,Solex,Standard,medium,medium,478.16,298.72,179.44,1993-06-23,Male,44,25,Assistant Media Planner,
16150,43,3050,2017-10-25,false,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,737.57,2003-09-09,Female,90,27,NULL,
16151,0,2189,2017-10-03,false,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,133.38,2012-06-04,Male,43,27,Safety Technician II,
16152,78,280,2017-11-02,true,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1055.82,2015-08-02,Male,15,30,Geologist I,
16153,62,1526,2017-09-10,false,Approved,Solex,Standard,medium,medium,478.16,298.72,179.44,1998-12-17,Male,50,60,Editor,
16154,70,813,2017-04-17,false,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,198.29,2015-04-11,Female,12,63,Account Representative III,
16155,44,996,2017-03-30,true,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1660.88,1999-12-04,Unknown,67,47,Assistant Manager,
16156,98,2758,2017-10-12,true,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,143.36,2004-01-16,Male,17,70,NULL,
16157,56,3329,2017-06-11,true,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,75.75,1993-10-02,Female,97,50,NULL,
16158,40,1567,2017-12-06,true,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,583.27,2006-02-02,Female,18,53,Teacher,
16159,14,1663,2017-12-17,false,Approved,Solex,Standard,high,large,1842.92,1105.75,737.17,2004-07-25,Female,68,47,VP Quality Control,
16160,39,1158,2017-11-19,false,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1230.27,2006-02-02,Male,85,40,Senior Quality Engineer,
16161,35,214,2017-08-14,unknown,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,903.11,1994-07-12,Male,82,67,Food Chemist,
16162,93,1887,2017-04-06,false,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,834.94,1991-05-06,Female,22,60,Director of Sales,
16163,87,1333,2017-06-12,true,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1592.19,2010-08-20,Male,4,51,Compensation Analyst,
16164,6,1946,2017-09-04,true,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,91.15,2003-02-07,Male,37,66,Systems Administrator III,
16165,24,2469,2017-05-11,false,Approved,Solex,Road,medium,large,1777.8,820.78,957.02,2011-05-07,Unknown,18,47,Accounting Assistant II,
16166,89,2345,2017-12-30,false,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25,2002-10-10,Female,50,38,Systems Administrator I,
16167,31,2051,2017-11-09,false,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,57.73,2006-11-10,Female,8,66,Geological Engineer,
16168,28,3240,2017-03-28,false,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,133.78,1995-12-19,Male,90,48,Chief Design Engineer,
16169,17,2668,2017-03-17,false,Approved,Solex,Standard,high,medium,1024.66,614.8,409.86,1996-11-09,Male,27,46,Senior Quality Engineer,
16170,74,1298,2017-01-11,false,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,827.16,2000-05-22,Male,35,51,Research Nurse,
16171,80,2534,2017-10-24,true,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,139.23,1991-07-10,Female,70,60,Research Associate,
16172,3,1988,2017-06-13,true,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.55,2006-05-22,Male,27,68,Recruiting Manager,
16173,97,2820,2017-01-18,false,Approved,Solex,Standard,medium,large,202.62,151.96,50.66,2016-03-29,Male,44,46,Engineer I,
16174,51,1728,2017-10-28,false,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,802.26,2012-04-10,Male,41,48,Paralegal,
16175,62,1762,2017-05-14,true,Approved,Solex,Standard,medium,medium,478.16,298.72,179.44,2005-10-22,Female,49,47,Research Assistant II,
16176,9,133,2017-05-21,true,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,75.14,2004-08-17,Male,12,48,VP Accounting,
16177,54,1917,2017-04-19,false,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1279.4,2015-10-18,Female,7,51,Senior Sales Associate,
16178,28,2101,2017-12-10,true,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,133.78,1993-10-02,Female,71,27,General Manager,
16179,38,2055,2017-03-25,false,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.55,2012-09-15,Male,46,44,Administrative Assistant III,
16180,25,1964,2017-07-14,false,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,709.34,1991-08-05,Female,60,61,Mechanical Systems Engineer,
16181,23,1104,2017-03-08,false,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,75.75,1993-10-02,Female,82,65,Programmer III,
16182,19,2823,2017-12-18,true,Approved,OHM Cycles,Road,high,large,12.01,7.21,4.8,2009-03-08,Male,98,54,Budget/Accounting Analyst IV,
16183,13,931,2017-10-21,false,Approved,Solex,Standard,medium,medium,1163.89,589.27,574.62,2003-08-05,Female,59,25,Design Engineer,
16184,81,2861,2017-01-03,true,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,64.51,2015-08-02,Female,4,50,VP Quality Control,
16185,87,3090,2017-04-12,false,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,471.6,1997-08-25,Male,81,60,Operator,
16186,61,2480,2017-06-15,false,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,64.51,1993-04-20,Female,3,53,Nuclear Power Engineer,
16187,12,1827,2017-02-06,unknown,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1069.55,2016-07-09,Female,92,47,Sales Representative,
16188,33,2833,2017-02-22,true,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,144.26,1997-05-10,Male,60,25,NULL,
16189,92,1132,2017-11-16,false,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,155.65,2013-06-09,Female,99,39,Actuary,
16190,16,2781,2017-02-18,false,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,182.81,1994-09-09,Female,4,27,VP Sales,
16191,30,1117,2017-07-17,false,Approved,Solex,Standard,high,medium,748.17,448.9,299.27,1991-11-10,Female,83,49,Quality Engineer,
16192,39,1300,2017-11-04,true,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1230.27,2010-06-07,Female,0,34,Physical Therapy Assistant,
16193,0,2926,2017-08-09,false,Approved,Solex,Standard,medium,medium,478.16,298.72,179.44,1993-06-23,Female,27,62,Research Nurse,
16194,58,178,2017-10-27,false,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,771.12,2015-10-18,Male,2,58,NULL,
16195,13,1253,2017-12-16,true,Approved,Solex,Standard,medium,medium,1163.89,589.27,574.62,2016-07-09,Female,81,28,Research Assistant I,
16196,32,540,2017-10-12,true,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,431.33,2002-03-22,Female,80,24,Chemical Engineer,
16197,36,1984,2017-11-02,false,Approved,Solex,Standard,low,medium,945.04,507.58,437.46,2004-09-28,Male,70,26,Information Systems Manager,
16198,52,1292,2017-06-11,true,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,450.77,2001-11-25,Female,56,64,NULL,
16199,63,2439,2017-04-14,false,Approved,Solex,Standard,medium,medium,1483.2,99.59,1383.61,1998-12-17,Female,44,57,NULL,
16200,61,1001,2017-04-09,true,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,14.23,2015-06-17,Male,63,45,Recruiter,
16201,20,3015,2017-09-04,true,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,195.34,2014-03-03,Female,25,24,Assistant Manager,
16202,34,1076,2017-12-13,true,Approved,Norco Bicycles,Road,high,large,774.53,464.72,309.81,2003-03-18,Male,33,25,Pharmacist,
16203,92,2420,2017-08-13,true,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25,1991-01-21,Female,10,48,Staff Scientist,
16204,53,3080,2017-10-28,true,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,509.97,2007-08-04,Male,87,66,Graphic Designer,
16205,74,1605,2017-02-10,false,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,827.16,2000-05-22,Female,72,37,NULL,
16206,33,3473,2017-10-07,true,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,144.26,1999-12-04,Unknown,34,47,Analog Circuit Design manager,
16207,26,2780,2017-02-23,true,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1230.3,1991-11-10,Male,77,39,Actuary,
16208,1,523,2017-07-10,true,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,448.68,2004-09-28,Female,44,50,Senior Financial Analyst,
16209,54,524,2017-04-16,true,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1279.4,2009-04-12,Female,16,62,Nurse,
16210,98,2447,2017-11-02,true,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,143.36,1994-08-10,Male,55,28,Tax Accountant,
16211,45,165,2017-11-13,false,Approved,Solex,Standard,medium,medium,441.49,84.99,356.5,1997-02-09,Male,61,41,Administrative Officer,
